Prezzi_Originali_puliti,,,,,,,,
,Reference,Collection,Description,Price,Complication,inventory,Detail,Size
,118208,Day-Date,Pave Diamond Dial President Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Roman Diamond Dial Oyster Bracelet,32280.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Roman Diamond Dial President Bracelet,33720.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Standard Dial Oyster Bracelet,27420.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Standard Dial President Bracelet,28860.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Standard Dial President Bracelet,31680.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,128235,Day-Date,Diamond Dial President Bracelet,37440.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128235,Day-Date,Mother of Pearl Diamond Dial President Bracelet,39120.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128235,Day-Date,Diamond Dial Diamond President Bracelet,83880.0,"Day Date, Date, Stop Seconds",12,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128235,Day-Date,Pave Sapphire Dial President Bracelet,64200.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128235,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,85560.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128235,Day-Date,Pave Sapphire Dial Diamond President Bracelet,110640.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128235 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,128238,Day-Date,Standard Dial President Bracelet,31980.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Diamond Dial President Bracelet,34920.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Mother of Pearl Diamond Dial President Bracelet,36600.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Diamond Index Diamond VI IX Dial President Bracelet,42660.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Pave Sapphire Dial President Bracelet,61680.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Standard Dial Diamond President Bracelet,78300.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Diamond Dial Diamond President Bracelet,81240.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,82920.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Diamond Index Diamond VI IX Dial Diamond President Bracelet,88980.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128238,Day-Date,Pave Sapphire Dial Diamond President Bracelet,108000.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128238 features a 36mm 18k yellow gold case, fluted bezel, and President bracelet. Renowned for its day and date display, it epitomizes luxury and prestige.",36
,128239,Day-Date,Standard Dial President Bracelet,34500.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Diamond Dial President Bracelet,37440.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Mother of Pearl Diamond Dial President Bracelet,39120.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Diamond Index Diamond VI IX Dial President Bracelet,45180.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Pave Sapphire Dial President Bracelet,64200.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Standard Dial Diamond President Bracelet,80940.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Diamond Dial Diamond President Bracelet,83880.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,85560.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Diamond Index Diamond VI IX Dial Diamond President Bracelet,91620.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128239,Day-Date,Pave Sapphire Dial Diamond President Bracelet,110640.0,"Day Date, Date",0,"The Rolex Day-Date 128239 includes a 36mm white gold case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,128345RBR,Day-Date,Diamond Dial President Bracelet,50040.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128345RBR,Day-Date,Mother of Pearl Diamond Dial President Bracelet,51720.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128345RBR,Day-Date,Diamond Dial Diamond President Bracelet,96480.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128345RBR,Day-Date,Pave Sapphire Dial President Bracelet,76800.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128345RBR,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,98160.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128345RBR,Day-Date,Pave Sapphire Dial Diamond Diamond President Bracelet,123240.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128345RBR features a 36mm Everose gold case, diamond-set bezel, and President bracelet. Known for its opulent design and elegant details.",36
,128348RBR,Day-Date,Standard Dial President Bracelet,44580.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Diamond Dial President Bracelet,47520.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Mother of Pearl Diamond Dial President Bracelet,49200.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Diamond Index Diamond VI IX Dial President Bracelet,55260.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Pave Sapphire Dial President Bracelet,74280.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Standard Dial Diamond President Bracelet,90900.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Diamond Dial Diamond President Bracelet,93840.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,95520.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Diamond Index Diamond VI IX Dial Diamond President Bracelet,101580.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128348RBR,Day-Date,Pave Sapphire Dial Diamond President Bracelet,120600.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128348RBR has a 36mm yellow gold case, diamond-set bezel, and President bracelet. Celebrated for its luxurious details and classic appeal.",36
,128349RBR,Day-Date,Standard Dial President Bracelet,47100.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Diamond Dial President Bracelet,50040.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Mother of Pearl Diamond Dial President Bracelet,51720.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Diamond Index Diamond VI IX Dial President Bracelet,57780.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Pave Sapphire Dial President Bracelet,76800.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Standard Dial Diamond President Bracelet,93540.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Diamond Dial Diamond President Bracelet,96480.0,"Day Date, Date, Stop Seconds",1,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Mother of Pearl Diamond Dial Diamond President Bracelet,98160.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
,128349RBR,Day-Date,Diamond Index Diamond VI IX Dial Diamond President Bracelet,104220.0,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 128349RBR includes a 36mm white gold case, diamond-set bezel, and President bracelet. Offers a blend of sophistication and luxury.",36
